Dataset,ISO8601_Datetime,Latitude_[degree_north],Longitude_[degree_east],Temperature_[cel],CTD_Temperature_WOCE_Flag,CTD_Pressure_[dbar],Depth_From_Pressure_[meters_below_surface],Sample_Depth_[meters_below_surface],Combined_Depth_[meters_below_surface],Delta_O18_[permille],Delta_O18_WOCE_Flag_Translated,Delta_O18_WOCE_Flag_Original,O18_Standard,Barium,Barium_WOCE_Flag,Barium_Units,CTD_Salinity_[dimensionless],CTD_Salinity_WOCE_Flag,Bottle_Salinity_[dimensionless],Bottle_Salinity_WOCE_Flag,Cruise_ID,Station_ID_Name,Site_Number_Name,Sample_ID,Cast_Number,Bottle_Number,Event,Rosette_Position,Platform,BIOPOLE,Freshwater,Freshwater_Source,Land_Based
ArcticNet,2016-06-09T17:25:00,68.4975,-56.7956,3.8784,,362.852,358.8961106,,358.8961106,0.42,2,2,VSMOW,,,,34.6219,,34.633,2,1601,G100,,,3,1,,,,False,False,,False
ArcticNet,2016-06-09T17:33:00,68.4975,-56.7951,-0.9372,,60.178,59.56551994,,59.56551994,-0.24,6,6,VSMOW,,,,33.7826,,33.787,2,1601,G100,,,3,6,,,,False,False,,False
ArcticNet,2016-06-09T17:34:00,68.4975,-56.7948,-1.5417,,50.106,49.59724255,,49.59724255,-0.22,3,3,VSMOW,,,,33.6925,,33.6964,2,1601,G100,,,3,7,,,,False,False,,False
ArcticNet,2016-06-09T17:38:00,68.4973,-56.794,-0.974,,39.998,39.59284682,,39.59284682,-0.17,3,3,VSMOW,,,,33.5913,,33.6109,2,1601,G100,,,3,11,,,,False,False,,False
ArcticNet,2016-06-09T17:40:00,68.4973,-56.7936,0.5214,,30.177,29.87203892,,29.87203892,-0.35,3,3,VSMOW,,,,33.5408,,33.5556,2,1601,G100,,,3,13,,,,False,False,,False
ArcticNet,2016-06-09T17:42:00,68.4974,-56.7933,0.7898,,20.543,20.33587303,,20.33587303,-0.34,2,2,VSMOW,,,,33.4997,,33.5146,2,1601,G100,,,3,15,,,,False,False,,False
ArcticNet,2016-06-09T17:44:00,68.4974,-56.793,0.7737,,10.42,10.31519272,,10.31519272,-0.09,2,2,VSMOW,,,,33.4989,,33.5133,2,1601,G100,,,3,17,,,,False,False,,False
ArcticNet,2016-06-09T17:47:00,68.4974,-56.7926,0.8105,,1.914,1.894787582,,1.894787582,-0.29,2,2,VSMOW,,,,33.4983,,33.5118,2,1601,G100,,,3,21,,,,False,False,,False
ArcticNet,2016-06-10T08:09:00,68.4954,-57.1305,3.8872,,364.325,360.351819,,360.351819,0.3,2,2,VSMOW,,,,34.6448,,34.6561,2,1601,G101,,,5,1,,,,False,False,,False
ArcticNet,2016-06-10T08:12:00,68.4952,-57.1295,3.8008,,301.49,298.2473026,,298.2473026,0.33,2,2,VSMOW,,,,34.6178,,34.631,2,1601,G101,,,5,3,,,,False,False,,False
ArcticNet,2016-06-10T08:15:00,68.4947,-57.1291,3.5212,,252.157,249.4746476,,249.4746476,0.22,2,2,VSMOW,,,,34.5277,,34.5391,2,1601,G101,,,5,5,,,,False,False,,False
ArcticNet,2016-06-10T08:18:00,68.4944,-57.1285,3.2422,,201.276,199.1594074,,199.1594074,0.17,3,3,VSMOW,,,,34.4401,,34.4519,2,1601,G101,,,5,7,,,,False,False,,False
ArcticNet,2016-06-10T08:22:00,68.4939,-57.1273,1.2442,,151.89,150.310715,,150.310715,-0.18,3,3,VSMOW,,,,34.1014,,34.1182,2,1601,G101,,,5,11,,,,False,False,,False
ArcticNet,2016-06-10T08:26:00,68.4937,-57.126,-0.6733,,101.181,100.1412672,,100.1412672,-0.35,2,2,VSMOW,,,,33.8212,,33.8364,2,1601,G101,,,5,13,,,,False,False,,False
ArcticNet,2016-06-10T08:28:00,68.4936,-57.1254,-1.5941,,80.712,79.88657038,,79.88657038,-0.4,2,2,VSMOW,,,,33.6745,,33.6894,2,1601,G101,,,5,14,,,,False,False,,False
ArcticNet,2016-06-10T08:30:00,68.4936,-57.1248,-1.5801,,70.854,70.13106306,,70.13106306,-0.21,2,2,VSMOW,,,,33.6079,,33.6209,2,1601,G101,,,5,15,,,,False,False,,False
ArcticNet,2016-06-10T08:32:00,68.4935,-57.1245,-1.6663,,60.294,59.68033757,,59.68033757,0.1,2,2,VSMOW,,,,33.564,,33.5789,2,1601,G101,,,5,16,,,,False,False,,False
ArcticNet,2016-06-10T08:34:00,68.4932,-57.1243,-1.2739,,50.231,49.72097175,,49.72097175,-0.14,2,2,VSMOW,,,,33.4945,,33.5134,2,1601,G101,,,5,17,,,,False,False,,False
ArcticNet,2016-06-10T08:35:00,68.493,-57.124,0.2491,,40.227,39.81951587,,39.81951587,-0.46,2,2,VSMOW,,,,33.4588,,33.474,2,1601,G101,,,5,18,,,,False,False,,False
ArcticNet,2016-06-10T08:37:00,68.4928,-57.1234,0.3606,,30.186,29.88095579,,29.88095579,-0.19,3,3,VSMOW,,,,33.4603,,33.4722,2,1601,G101,,,5,19,,,,False,False,,False
ArcticNet,2016-06-10T08:39:00,68.4926,-57.1231,0.3632,,20.419,20.21313548,,20.21313548,-0.02,2,2,VSMOW,,,,33.4603,,33.4728,2,1601,G101,,,5,20,,,,False,False,,False
ArcticNet,2016-06-10T08:41:00,68.4924,-57.123,0.3632,,10.136,10.03405936,,10.03405936,-0.17,3,3,VSMOW,,,,33.4604,,33.4727,2,1601,G101,,,5,21,,,,False,False,,False
ArcticNet,2016-06-10T08:43:00,68.4921,-57.1231,0.3605,,2.043,2.022492744,,2.022492744,-0.08,2,2,VSMOW,,,,33.4602,,33.9599,3,1601,G101,,,5,24,,,,False,False,,False
ArcticNet,2016-06-11T03:50:00,68.4986,-57.639,3.7763,,358.66,354.7533755,,354.7533755,-0.06,2,2,VSMOW,,,,34.5928,,34.6033,2,1601,G103,,,9,1,,,,False,False,,False
ArcticNet,2016-06-11T03:53:00,68.4986,-57.6383,3.6056,,300.759,297.5246264,,297.5246264,0.38,2,2,VSMOW,,,,34.5521,,34.5628,2,1601,G103,,,9,3,,,,False,False,,False
ArcticNet,2016-06-11T03:56:00,68.4985,-57.6376,3.1178,,251.003,248.3335566,,248.3335566,0.22,2,2,VSMOW,,,,34.4571,,34.4662,6,1601,G103,,,9,4,,,,False,False,,False
ArcticNet,2016-06-11T04:04:00,68.4979,-57.6343,1.7211,,151.024,149.453995,,149.453995,-0.02,2,2,VSMOW,,,,34.1809,,34.1939,2,1601,G103,,,9,10,,,,False,False,,False
ArcticNet,2016-06-11T04:09:00,68.4975,-57.6325,-1.1078,,100.208,99.17847587,,99.17847587,-0.36,2,2,VSMOW,,,,33.7553,,33.7688,2,1601,G103,,,9,12,,,,False,False,,False
ArcticNet,2016-06-11T04:11:00,68.4973,-57.6315,-1.5438,,80.647,79.82222909,,79.82222909,-0.49,2,2,VSMOW,,,,33.6253,,33.6381,2,1601,G103,,,9,13,,,,False,False,,False
ArcticNet,2016-06-11T04:13:00,68.4973,-57.6303,-1.1655,,70.175,69.45908919,,69.45908919,-0.53,2,2,VSMOW,,,,33.504,,33.5183,2,1601,G103,,,9,14,,,,False,False,,False
ArcticNet,2016-06-11T04:15:00,68.4972,-57.6294,-0.1242,,60.213,59.60015979,,59.60015979,-0.64,2,2,VSMOW,,,,33.4431,,33.4567,2,1601,G103,,,9,15,,,,False,False,,False
ArcticNet,2016-06-11T04:17:00,68.497,-57.6288,-0.1241,,50.085,49.57645986,,49.57645986,-0.42,2,2,VSMOW,,,,33.4436,,33.4552,2,1601,G103,,,9,16,,,,False,False,,False
ArcticNet,2016-06-11T04:19:00,68.4971,-57.6279,-0.0774,,40.002,39.59680642,,39.59680642,-0.34,2,2,VSMOW,,,,33.4478,,33.4581,2,1601,G103,,,9,18,,,,False,False,,False
ArcticNet,2016-06-11T04:20:00,68.4971,-57.6269,-0.0309,,30.206,29.90074413,,29.90074413,-0.36,6,6,VSMOW,,,,33.4498,,33.4614,6,1601,G103,,,9,19,,,,False,False,,False
ArcticNet,2016-06-11T04:22:00,68.497,-57.6259,-0.021,,19.903,19.702357,,19.702357,-0.1,2,2,VSMOW,,,,33.4529,,,9,1601,G103,,,9,20,,,,False,False,,False
ArcticNet,2016-06-11T04:24:00,68.4969,-57.6249,-0.0171,,10.152,10.0498952,,10.0498952,-0.24,2,2,VSMOW,,,,33.4521,,,9,1601,G103,,,9,21,,,,False,False,,False
ArcticNet,2016-06-11T04:26:00,68.4967,-57.6238,-0.0219,,2.019,1.998733188,,1.998733188,-0.35,2,2,VSMOW,,,,33.4513,,,9,1601,G103,,,9,24,,,,False,False,,False
ArcticNet,2016-06-11T12:45:00,68.4975,-58.8247,3.5542,,315.227,311.8261649,,311.8261649,0.05,2,2,VSMOW,,,,34.5838,,34.6073,2,1601,G106,,,11,1,,,,False,False,,False
ArcticNet,2016-06-11T12:47:00,68.4972,-58.8247,3.5562,,301.059,297.8212107,,297.8212107,0.03,2,2,VSMOW,,,,34.5843,,34.5971,2,1601,G106,,,11,3,,,,False,False,,False
ArcticNet,2016-06-11T12:50:00,68.4966,-58.8249,3.4655,,250.811,248.1437434,,248.1437434,0.22,2,2,VSMOW,,,,34.563,,34.573,9,1601,G106,,,11,5,,,,False,False,,False
ArcticNet,2016-06-11T12:52:00,68.4959,-58.825,3.0892,,200.458,198.3503832,,198.3503832,0.23,2,2,VSMOW,,,,34.4381,,34.4552,6,1601,G106,,,11,7,,,,False,False,,False
ArcticNet,2016-06-11T12:57:00,68.4945,-58.8256,2.4711,,155.437,153.8195079,,153.8195079,0.01,2,2,VSMOW,,,,34.2771,,34.2858,2,1601,G106,,,11,11,,,,False,False,,False
ArcticNet,2016-06-11T13:02:00,68.493,-58.8268,0.6835,,100.69,99.65543571,,99.65543571,-0.47,2,2,VSMOW,,,,33.9754,,34.0019,2,1601,G106,,,11,13,,,,False,False,,False
ArcticNet,2016-06-11T13:04:00,68.4923,-58.8274,-0.1924,,80.813,79.98652444,,79.98652444,-0.45,2,2,VSMOW,,,,33.8533,,33.8838,2,1601,G106,,,11,14,,,,False,False,,False
ArcticNet,2016-06-11T13:05:00,68.4918,-58.8277,-0.7873,,70.348,69.63031921,,69.63031921,-0.54,2,2,VSMOW,,,,33.7736,,33.7938,2,1601,G106,,,11,15,,,,False,False,,False
ArcticNet,2016-06-11T13:07:00,68.4913,-58.828,-1.2951,,60.612,59.99506307,,59.99506307,-0.39,2,2,VSMOW,,,,33.6997,,33.7318,2,1601,G106,,,11,16,,,,False,False,,False
ArcticNet,2016-06-11T13:09:00,68.4908,-58.8281,-1.6381,,50.509,49.99612288,,49.99612288,-0.39,2,2,VSMOW,,,,33.6483,,33.6682,6,1601,G106,,,11,17,,,,False,False,,False
ArcticNet,2016-06-11T13:11:00,68.4903,-58.8282,-1.7244,,40.464,40.05409894,,40.05409894,-0.34,2,2,VSMOW,,,,33.6003,,33.6213,2,1601,G106,,,11,18,,,,False,False,,False
ArcticNet,2016-06-11T13:12:00,68.4899,-58.8284,-1.6823,,30.518,30.20958196,,30.20958196,-0.68,2,2,VSMOW,,,,33.5251,,33.5453,2,1601,G106,,,11,19,,,,False,False,,False
ArcticNet,2016-06-11T13:14:00,68.4894,-58.8285,-1.6148,,20.377,20.17156505,,20.17156505,-0.43,2,2,VSMOW,,,,33.1221,,33.2439,2,1601,G106,,,11,20,,,,False,False,,False
ArcticNet,2016-06-11T13:16:00,68.4889,-58.8287,-1.559,,10.453,10.34786552,,10.34786552,-0.26,2,2,VSMOW,,,,32.7698,,32.7802,2,1601,G106,,,11,21,,,,False,False,,False
ArcticNet,2016-06-11T13:19:00,68.4881,-58.8291,-1.5462,,1.117,1.105790526,,1.105790526,-0.31,2,2,VSMOW,,,,32.7451,,32.7619,2,1601,G106,,,11,24,,,,False,False,,False
ArcticNet,2016-06-12T03:39:00,68.5155,-59.8408,1.2749,,742.669,733.9010419,,733.9010419,0.28,2,2,VSMOW,,,,34.512,,34.522,2,1601,G109,,,16,1,,,,False,False,,False
ArcticNet,2016-06-12T03:42:00,68.5154,-59.8402,1.3243,,700.847,692.6422158,,692.6422158,0.44,2,2,VSMOW,,,,34.5092,,34.5231,2,1601,G109,,,16,2,,,,False,False,,False
ArcticNet,2016-06-12T03:53:00,68.515,-59.838,2.6203,,500.979,495.3518072,,495.3518072,0.3,6,6,VSMOW,,,,34.612,,34.641,6,1601,G109,,,16,6,,,,False,False,,False
ArcticNet,2016-06-12T03:58:00,68.5148,-59.837,3.1404,,400.972,396.5636316,,396.5636316,0.34,2,2,VSMOW,,,,34.6297,,34.6438,2,1601,G109,,,16,8,,,,False,False,,False
ArcticNet,2016-06-12T04:02:00,68.5146,-59.8363,1.6458,,300.322,297.0923399,,297.0923399,0,2,2,VSMOW,,,,34.3639,,34.3764,2,1601,G109,,,16,9,,,,False,False,,False
ArcticNet,2016-06-12T04:05:00,68.5145,-59.8359,1.7781,,249.594,246.9401335,,246.9401335,0.09,2,2,VSMOW,,,,34.2893,,34.3067,2,1601,G109,,,16,10,,,,False,False,,False
ArcticNet,2016-06-12T04:07:00,68.5145,-59.8354,1.2631,,200.268,198.1622397,,198.1622397,-0.32,3,3,VSMOW,,,,34.1661,,34.1875,2,1601,G109,,,16,11,,,,False,False,,False
ArcticNet,2016-06-12T04:09:00,68.5144,-59.835,0.1848,,149.772,148.2153057,,148.2153057,-0.07,6,6,VSMOW,,,,33.957,,33.9929,6,1601,G109,,,16,12,,,,False,False,,False
ArcticNet,2016-06-12T04:12:00,68.5143,-59.8345,-1.327,,99.952,98.92506264,,98.92506264,-0.42,2,2,VSMOW,,,,33.6581,,33.7031,2,1601,G109,,,16,13,,,,False,False,,False
ArcticNet,2016-06-12T04:14:00,68.5142,-59.8342,-1.6069,,80.108,79.28876058,,79.28876058,-0.66,2,2,VSMOW,,,,33.5673,,33.5893,2,1601,G109,,,16,14,,,,False,False,,False
ArcticNet,2016-06-12T04:15:00,68.5141,-59.8339,-1.6578,,69.915,69.20171203,,69.20171203,-0.65,2,2,VSMOW,,,,33.5308,,33.5546,2,1601,G109,,,16,15,,,,False,False,,False
ArcticNet,2016-06-12T04:17:00,68.5141,-59.8336,-1.7035,,60.159,59.54665378,,59.54665378,-0.87,3,3,VSMOW,,,,33.5004,,33.5215,2,1601,G109,,,16,16,,,,False,False,,False
ArcticNet,2016-06-12T04:18:00,68.514,-59.8334,-1.6899,,49.908,49.40122533,,49.40122533,-0.66,2,2,VSMOW,,,,33.4786,,33.4946,2,1601,G109,,,16,17,,,,False,False,,False
ArcticNet,2016-06-12T04:21:00,68.5139,-59.833,-1.7004,,39.743,39.34041299,,39.34041299,-0.71,2,2,VSMOW,,,,33.4556,,33.4705,2,1601,G109,,,16,18,,,,False,False,,False
ArcticNet,2016-06-12T04:22:00,68.5138,-59.8327,-1.695,,30.032,29.72848381,,29.72848381,-0.77,2,2,VSMOW,,,,33.3999,,33.4188,2,1601,G109,,,16,19,,,,False,False,,False
ArcticNet,2016-06-12T04:24:00,68.5137,-59.8324,-1.6887,,19.858,19.65779211,,19.65779211,-0.82,2,2,VSMOW,,,,33.3584,,33.3785,2,1601,G109,,,16,20,,,,False,False,,False
ArcticNet,2016-06-12T04:26:00,68.5137,-59.8321,-1.6886,,10.093,9.99147945,,9.99147945,-0.85,2,2,VSMOW,,,,33.3572,,33.3677,2,1601,G109,,,16,21,,,,False,False,,False
ArcticNet,2016-06-12T04:28:00,68.5136,-59.8318,-1.6686,,1.607,1.59086876,,1.59086876,-1.09,2,2,VSMOW,,,,33.3515,,33.3657,2,1601,G109,,,16,24,,,,False,False,,False
ArcticNet,2016-06-13T02:44:00,68.5529,-60.6448,-0.1802,,1654.005,1630.938747,,1630.938747,-0.26,2,2,VSMOW,,,,34.4921,,34.5026,2,1601,G112,,,21,1,,,,False,False,,False
ArcticNet,2016-06-13T02:56:00,68.5525,-60.6416,0.9125,,1001.093,988.6609606,,988.6609606,-0.26,2,2,VSMOW,,,,34.5026,,34.5137,2,1601,G112,,,21,2,,,,False,False,,False
ArcticNet,2016-06-13T03:00:00,68.5523,-60.6407,1.1344,,901.295,890.3143348,,890.3143348,-0.27,2,2,VSMOW,,,,34.5094,,34.5202,2,1601,G112,,,21,3,,,,False,False,,False
ArcticNet,2016-06-13T03:03:00,68.5522,-60.6399,1.3406,,801.048,791.4783497,,791.4783497,-0.17,2,2,VSMOW,,,,34.5171,,34.5293,2,1601,G112,,,21,4,,,,False,False,,False
ArcticNet,2016-06-13T03:06:00,68.5521,-60.639,1.6327,,701.096,692.8862866,,692.8862866,-0.21,2,2,VSMOW,,,,34.5311,,34.5413,2,1601,G112,,,21,5,,,,False,False,,False
ArcticNet,2016-06-13T03:09:00,68.5519,-60.6382,1.8783,,600.888,593.9945277,,593.9945277,-0.24,2,2,VSMOW,,,,34.5379,,34.5487,2,1601,G112,,,21,6,,,,False,False,,False
ArcticNet,2016-06-13T03:12:00,68.5518,-60.6373,2.0744,,500.718,495.0929029,,495.0929029,-0.03,2,2,VSMOW,,,,34.5288,,,9,1601,G112,,,21,7,,,,False,False,,False
ArcticNet,2016-06-13T03:15:00,68.5517,-60.6365,2.0943,,400.435,396.0321283,,396.0321283,-0.07,2,2,VSMOW,,,,34.4773,,,9,1601,G112,,,21,8,,,,False,False,,False
ArcticNet,2016-06-13T03:19:00,68.5516,-60.6356,2.0213,,300.803,297.5671286,,297.5671286,-0.34,2,2,VSMOW,,,,34.3627,,34.3784,2,1601,G112,,,21,9,,,,False,False,,False
ArcticNet,2016-06-13T03:21:00,68.5514,-60.6349,1.6927,,250.105,247.4448198,,247.4448198,-0.5,2,2,VSMOW,,,,34.2404,,34.2534,2,1601,G112,,,21,10,,,,False,False,,False
ArcticNet,2016-06-13T03:24:00,68.5513,-60.6342,0.6798,,200.298,198.1914507,,198.1914507,-0.56,2,2,VSMOW,,,,34.0096,,34.0225,2,1601,G112,,,21,11,,,,False,False,,False
ArcticNet,2016-06-13T03:26:00,68.5512,-60.6335,-1.4591,,150.619,149.0528512,,149.0528512,-1,2,2,VSMOW,,,,33.6638,,33.707,2,1601,G112,,,21,12,,,,False,False,,False
ArcticNet,2016-06-13T03:29:00,68.5511,-60.6328,-1.7883,,100.492,99.45915393,,99.45915393,-1,6,6,VSMOW,,,,33.6107,,33.6225,6,1601,G112,,,21,13,,,,False,False,,False
ArcticNet,2016-06-13T03:31:00,68.551,-60.6323,-1.7914,,80.376,79.55378384,,79.55378384,-1,2,2,VSMOW,,,,33.6022,,33.6168,2,1601,G112,,,21,14,,,,False,False,,False
ArcticNet,2016-06-13T03:32:00,68.5509,-60.6318,-1.7783,,70.629,69.90814466,,69.90814466,-1.09,2,2,VSMOW,,,,33.5886,,33.6075,2,1601,G112,,,21,15,,,,False,False,,False
ArcticNet,2016-06-13T03:34:00,68.5509,-60.6313,-1.7645,,60.706,60.08786706,,60.08786706,-1.23,2,2,VSMOW,,,,33.5721,,33.586,2,1601,G112,,,21,16,,,,False,False,,False
ArcticNet,2016-06-13T03:36:00,68.5508,-60.6308,-1.7608,,50.574,50.0602658,,50.0602658,-1.19,2,2,VSMOW,,,,33.5611,,33.5758,2,1601,G112,,,21,17,,,,False,False,,False
ArcticNet,2016-06-13T03:38:00,68.5507,-60.6303,-1.7462,,40.562,40.15094392,,40.15094392,-1.23,2,2,VSMOW,,,,33.5345,,33.5526,2,1601,G112,,,21,18,,,,False,False,,False
ArcticNet,2016-06-13T03:39:00,68.5506,-60.6298,-1.7247,,30.528,30.21936464,,30.21936464,-1.17,2,2,VSMOW,,,,33.4821,,33.5127,2,1601,G112,,,21,19,,,,False,False,,False
ArcticNet,2016-06-13T03:41:00,68.5505,-60.6294,-1.683,,20.065,19.86264915,,19.86264915,-1.24,2,2,VSMOW,,,,33.3947,,33.4171,2,1601,G112,,,21,20,,,,False,False,,False
ArcticNet,2016-06-13T03:43:00,68.5505,-60.6289,-1.6301,,9.609,9.51233691,,9.51233691,-1.45,2,2,VSMOW,,,,33.3667,,33.3753,2,1601,G112,,,21,21,,,,False,False,,False
ArcticNet,2016-06-13T03:45:00,68.5504,-60.6283,-1.5561,,0.708,0.700892925,,0.700892925,-1.38,2,2,VSMOW,,,,33.3672,,33.3784,2,1601,G112,,,21,24,,,,False,False,,False
ArcticNet,2016-06-17T13:13:00,69.0078,-55.991,-0.4035,,117.048,115.8370461,,115.8370461,-0.64,2,2,VSMOW,,,,33.8441,,33.8568,2,1601,G3000,,,47,1,,,,False,False,,False
ArcticNet,2016-06-17T13:15:00,69.0078,-55.991,-0.5358,,100.539,99.50282545,,99.50282545,-0.66,2,2,VSMOW,,,,33.8191,,33.8374,2,1601,G3000,,,47,2,,,,False,False,,False
ArcticNet,2016-06-17T13:17:00,69.0078,-55.991,-0.5044,,80.113,79.29126588,,79.29126588,-0.84,2,2,VSMOW,,,,33.7975,,33.8155,2,1601,G3000,,,47,4,,,,False,False,,False
ArcticNet,2016-06-17T13:19:00,69.0078,-55.991,-0.703,,70.257,69.53802261,,69.53802261,-0.76,2,2,VSMOW,,,,33.7689,,33.7862,2,1601,G3000,,,47,6,,,,False,False,,False
ArcticNet,2016-06-17T13:21:00,69.0078,-55.991,-0.5118,,60.215,59.60023928,,59.60023928,-0.71,2,2,VSMOW,,,,33.7231,,33.7473,2,1601,G3000,,,47,8,,,,False,False,,False
ArcticNet,2016-06-17T13:25:00,69.0078,-55.991,-0.0691,,50.392,49.87871497,,49.87871497,-0.86,2,2,VSMOW,,,,33.6983,,33.7154,2,1601,G3000,,,47,11,,,,False,False,,False
ArcticNet,2016-06-17T13:27:00,69.0078,-55.991,0.5437,,40.379,39.96867677,,39.96867677,-0.75,2,2,VSMOW,,,,33.6689,,33.6909,2,1601,G3000,,,47,13,,,,False,False,,False
ArcticNet,2016-06-17T13:29:00,69.0078,-55.991,1.2583,,30.305,29.99778002,,29.99778002,-0.71,2,2,VSMOW,,,,33.6625,,33.6767,2,1601,G3000,,,47,15,,,,False,False,,False
ArcticNet,2016-06-17T13:31:00,69.0078,-55.991,1.8092,,20.4,20.1936784,,20.1936784,-0.75,6,6,VSMOW,,,,33.6492,,33.6721,6,1601,G3000,,,47,17,,,,False,False,,False
ArcticNet,2016-06-17T13:33:00,69.0078,-55.991,1.8385,,10.731,10.62271809,,10.62271809,-0.74,2,2,VSMOW,,,,33.6451,,33.6587,2,1601,G3000,,,47,19,,,,False,False,,False
ArcticNet,2016-06-17T13:36:00,69.0078,-55.991,1.8483,,1.906,1.886807799,,1.886807799,-0.75,2,2,VSMOW,,,,33.6453,,33.6576,2,1601,G3000,,,47,21,,,,False,False,,False
ArcticNet,2016-06-18T03:32:00,68.9995,-57.2483,2.6628,,223.41,221.0418427,,221.0418427,-0.31,2,2,VSMOW,,,,34.37,,34.3868,2,1601,G302,,,52,1,,,,False,False,,False
ArcticNet,2016-06-18T03:34:00,68.9995,-57.2483,2.6466,,200.259,198.1473401,,198.1473401,-0.43,2,2,VSMOW,,,,34.3672,,34.3794,2,1601,G302,,,52,2,,,,False,False,,False
ArcticNet,2016-06-18T03:39:00,68.9995,-57.2483,2.0801,,150.515,148.9458051,,148.9458051,-0.49,2,2,VSMOW,,,,34.2477,,34.2739,2,1601,G302,,,52,4,,,,False,False,,False
ArcticNet,2016-06-18T03:43:00,68.9995,-57.2483,0.8827,,100.331,99.29707016,,99.29707016,-0.53,2,2,VSMOW,,,,34.0354,,34.0663,2,1601,G302,,,52,6,,,,False,False,,False
ArcticNet,2016-06-18T03:45:00,68.9995,-57.2483,-0.2853,,80.317,79.49317489,,79.49317489,-0.75,2,2,VSMOW,,,,33.8795,,33.8977,2,1601,G302,,,52,7,,,,False,False,,False
ArcticNet,2016-06-18T03:46:00,68.9995,-57.2483,-1.0631,,70.174,69.45592162,,69.45592162,-0.82,2,2,VSMOW,,,,33.7775,,33.8288,2,1601,G302,,,52,8,,,,False,False,,False
ArcticNet,2016-06-18T03:48:00,68.9995,-57.2483,-1.449,,60.279,59.66360723,,59.66360723,-0.78,2,2,VSMOW,,,,33.7021,,33.7247,2,1601,G302,,,52,9,,,,False,False,,False
ArcticNet,2016-06-18T03:50:00,68.9995,-57.2483,-1.6513,,50.166,49.65506968,,49.65506968,-0.59,2,2,VSMOW,,,,33.6496,,33.6722,2,1601,G302,,,52,10,,,,False,False,,False
ArcticNet,2016-06-18T03:51:00,68.9995,-57.2483,-1.7164,,40.125,39.71730273,,39.71730273,-0.6,2,2,VSMOW,,,,33.5962,,33.614,2,1601,G302,,,52,11,,,,False,False,,False
ArcticNet,2016-06-18T03:53:00,68.9995,-57.2483,-1.219,,30.651,30.3402625,,30.3402625,-0.64,2,2,VSMOW,,,,33.4921,,33.5039,2,1601,G302,,,52,12,,,,False,False,,False
ArcticNet,2016-06-18T03:55:00,68.9995,-57.2483,0.8707,,20.183,19.97889387,,19.97889387,-0.76,6,6,VSMOW,,,,33.4683,,33.4938,6,1601,G302,,,52,13,,,,False,False,,False
ArcticNet,2016-06-18T03:56:00,68.9995,-57.2483,0.9284,,10.745,10.63658192,,10.63658192,-0.66,2,2,VSMOW,,,,33.4599,,33.4787,2,1601,G302,,,52,14,,,,False,False,,False
ArcticNet,2016-06-18T03:58:00,68.9995,-57.2483,1.1332,,1.12,1.108725002,,1.108725002,-0.61,2,2,VSMOW,,,,33.4589,,33.4778,2,1601,G302,,,52,15,,,,False,False,,False
ArcticNet,2016-06-19T00:16:00,69.0002,-58.6522,3.3643,,318.566,315.1167111,,315.1167111,0.02,2,2,VSMOW,,,,34.5914,,34.609,2,1601,G308,,,61,1,,,,False,False,,False
ArcticNet,2016-06-19T00:18:00,69.0002,-58.6522,3.3634,,301.012,297.7653983,,297.7653983,-0.04,2,2,VSMOW,,,,34.5914,,34.6032,6,1601,G308,,,61,2,,,,False,False,,False
ArcticNet,2016-06-19T00:21:00,69.0002,-58.6522,3.2198,,250.705,248.0311351,,248.0311351,-0.08,2,2,VSMOW,,,,34.4975,,34.5114,2,1601,G308,,,61,3,,,,False,False,,False
ArcticNet,2016-06-19T00:23:00,69.0002,-58.6522,2.6946,,200.405,198.291722,,198.291722,-0.13,2,2,VSMOW,,,,34.3962,,34.4095,2,1601,G308,,,61,4,,,,False,False,,False
ArcticNet,2016-06-19T00:27:00,69.0002,-58.6522,1.8902,,150.567,148.9972378,,148.9972378,-0.19,2,2,VSMOW,,,,34.17,,34.1894,2,1601,G308,,,61,6,,,,False,False,,False
ArcticNet,2016-06-19T00:32:00,69.0002,-58.6522,-0.1781,,100.559,99.52266127,,99.52266127,-0.68,2,2,VSMOW,,,,33.8612,,33.8887,2,1601,G308,,,61,8,,,,False,False,,False
ArcticNet,2016-06-19T00:33:00,69.0002,-58.6522,-1.2543,,80.467,79.6416039,,79.6416039,-0.79,2,2,VSMOW,,,,33.7096,,33.7489,2,1601,G308,,,61,9,,,,False,False,,False
ArcticNet,2016-06-19T00:35:00,69.0002,-58.6522,-1.423,,70.443,69.72212049,,69.72212049,-0.69,2,2,VSMOW,,,,33.6806,,31.7461,2,1601,G308,,,61,10,,,,False,False,,False
ArcticNet,2016-06-19T00:37:00,69.0002,-58.6522,-1.5955,,60.52,59.90210924,,59.90210924,-0.72,2,2,VSMOW,,,,33.6563,,33.6735,2,1601,G308,,,61,11,,,,False,False,,False
ArcticNet,2016-06-19T00:39:00,69.0002,-58.6522,-1.6767,,50.511,49.99651192,,49.99651192,-0.78,2,2,VSMOW,,,,33.6312,,33.6442,2,1601,G308,,,61,12,,,,False,False,,False
ArcticNet,2016-06-19T00:40:00,69.0002,-58.6522,-1.6742,,40.5,40.08845426,,40.08845426,-1.04,2,2,VSMOW,,,,33.5851,,33.6038,2,1601,G308,,,61,13,,,,False,False,,False
