Dataset,ISO8601_Datetime,Latitude_[degree_north],Longitude_[degree_east],Temperature_[cel],CTD_Temperature_WOCE_Flag,CTD_Pressure_[dbar],Depth_From_Pressure_[meters_below_surface],Sample_Depth_[meters_below_surface],Combined_Depth_[meters_below_surface],Delta_O18_[permille],Delta_O18_WOCE_Flag_Translated,Delta_O18_WOCE_Flag_Original,O18_Standard,Barium,Barium_WOCE_Flag,Barium_Units,CTD_Salinity_[dimensionless],CTD_Salinity_WOCE_Flag,Bottle_Salinity_[dimensionless],Bottle_Salinity_WOCE_Flag,Cruise_ID,Station_ID_Name,Site_Number_Name,Sample_ID,Cast_Number,Bottle_Number,Event,Rosette_Position,Platform,BIOPOLE,Freshwater,Freshwater_Source,Land_Based
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-22T00:00:00,75.45,-114.933,,,,,,,-23.4,,,VSMOW_SLAP scale,,,,,,,,,,South_Melville_Ice_Cap_08,Copland20_SMIC_08,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-29T00:00:00,79.432,-90.651,,,,,,,-30.3,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_01,Copland20_WG_01,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-29T00:00:00,79.435,-90.645,,,,,,,-34.4,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_02,Copland20_WG_02,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.439,-90.648,,,,,,,-34.3,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_03,Copland20_WG_03,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.445,-90.661,,,,,,,-33.6,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_04,Copland20_WG_04,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.446,-90.672,,,,,,,-33.2,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_05,Copland20_WG_05,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.448,-90.685,,,,,,,-29.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_06,Copland20_WG_06,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.456,-90.702,,,,,,,-34.8,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_07,Copland20_WG_07,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.456,-90.711,,,,,,,-31.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_08,Copland20_WG_08,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.461,-90.743,,,,,,,-33.7,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_09,Copland20_WG_09,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.464,-90.756,,,,,,,-34.1,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_10,Copland20_WG_10,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.476,-90.762,,,,,,,-32.6,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_11,Copland20_WG_11,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.48,-90.771,,,,,,,-34,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_12,Copland20_WG_12,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.486,-90.786,,,,,,,-32.2,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_13,Copland20_WG_13,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.489,-90.792,,,,,,,-31.2,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_14,Copland20_WG_14,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.492,-90.796,,,,,,,-36.1,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_15,Copland20_WG_15,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.495,-90.811,,,,,,,-29.7,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_16,Copland20_WG_16,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.499,-90.827,,,,,,,-31.8,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_17,Copland20_WG_17,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.501,-90.837,,,,,,,-30.2,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_18,Copland20_WG_18,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.504,-90.845,,,,,,,-30.3,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_19,Copland20_WG_19,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.507,-90.854,,,,,,,-27.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_20,Copland20_WG_20,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.509,-90.863,,,,,,,-33.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_21,Copland20_WG_21,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.512,-90.876,,,,,,,-29.4,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_22,Copland20_WG_22,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.515,-90.895,,,,,,,-32.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_23,Copland20_WG_23,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-28T00:00:00,79.519,-90.919,,,,,,,-28.8,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_24,Copland20_WG_24,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.521,-90.942,,,,,,,-31,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_25,Copland20_WG_25,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.525,-90.964,,,,,,,-32.9,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_26,Copland20_WG_26,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.527,-90.977,,,,,,,-30.8,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_27,Copland20_WG_27,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.53,-90.999,,,,,,,-32.2,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_28,Copland20_WG_28,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.534,-90.994,,,,,,,-31.4,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_29,Copland20_WG_29,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2014-04-26T00:00:00,79.538,-90.99,,,,,,,-30.6,,,VSMOW_SLAP scale,,,,,,,,,,White_Glacier_30,Copland20_WG_30,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-16T00:00:00,77.4558,-49.8860667,,,,,0,0,-33.87772,,,VSMOW_SLAP scale,,,,,,,,,,1_2010,GrIT2010-1,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-16T00:00:00,77.4558,-49.8860667,,,,,0.9,0.9,-36.20936,,,VSMOW_SLAP scale,,,,,,,,,,1_2010,GrIT2010-10,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0,0,-39.58436,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-11,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0,0,-27.83108,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-111,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.1,0.1,-36.17968,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-112,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.2,0.2,-33.09378,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-113,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.3,0.3,-38.58629,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-114,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.4,0.4,-32.26837,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-115,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.5,0.5,-28.80262,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-116,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.6,0.6,-35.06039,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-117,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.7,0.7,-38.26855,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-118,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.8,0.8,-38.66736,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-119,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.1,0.1,-41.7499,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-12,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-06-08T00:00:00,72.6952861,-38.6526639,,,,,0.9,0.9,-39.22276,,,VSMOW_SLAP scale,,,,,,,,,,N drill pit,GrIT2010-120,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.2,0.2,-40.26218,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-13,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.3,0.3,-36.92772,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-14,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.4,0.4,-28.74165,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-15,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.5,0.5,-37.25567,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-16,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.6,0.6,-38.33599,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-17,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.7,0.7,-30.76266,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-18,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.8,0.8,-30.81596,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-19,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-16T00:00:00,77.4558,-49.8860667,,,,,0.1,0.1,-35.60479,,,VSMOW_SLAP scale,,,,,,,,,,1_2010,GrIT2010-2,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-17T00:00:00,77.3040889,-46.4984528,,,,,0.9,0.9,-37.5555,,,VSMOW_SLAP scale,,,,,,,,,,2_2010,GrIT2010-20,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.35,1.35,-39.01365,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-201,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.4,1.4,-42.35273,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-202,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.45,1.45,-43.01122,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-203,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.5,1.5,-41.30534,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-204,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.55,1.55,-37.89715,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-205,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.6,1.6,-36.19256,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-206,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.65,1.65,-37.23507,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-207,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.7,1.7,-40.28304,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-208,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.75,1.75,-41.78519,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-209,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-18T00:00:00,76.7908639,-44.2359417,,,,,0,0,-39.08998,,,VSMOW_SLAP scale,,,,,,,,,,3_2010,GrIT2010-21,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.8,1.8,-41.05465,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-210,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.85,1.85,-37.74524,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-211,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.9,1.9,-33.83666,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-212,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-11T00:00:00,75.1293,-40.5418333,,,,,1.95,1.95,-33.3379,,,VSMOW_SLAP scale,,,,,,,,,,13_2011,GrIT2010-213,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0,0,-40.52427,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-214,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.1,0.1,-41.76628,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-215,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.2,0.2,-39.87295,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-216,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.3,0.3,-34.01041,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-217,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.4,0.4,-26.97008,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-218,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.5,0.5,-26.17467,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-219,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-18T00:00:00,76.7908639,-44.2359417,,,,,0.1,0.1,-41.78619,,,VSMOW_SLAP scale,,,,,,,,,,3_2010,GrIT2010-22,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.6,0.6,-28.42268,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-220,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.7,0.7,-38.1224,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-221,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.8,0.8,-39.23891,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-222,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,0.9,0.9,-40.74399,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-223,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1,1,-32.35994,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-224,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.1,1.1,-33.11819,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-225,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.2,1.2,-40.99109,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-226,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.3,1.3,-41.18342,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-227,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.4,1.4,-37.61256,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-228,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.5,1.5,-29.22754,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-229,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-18T00:00:00,76.7908639,-44.2359417,,,,,0.2,0.2,-37.94133,,,VSMOW_SLAP scale,,,,,,,,,,3_2010,GrIT2010-23,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.6,1.6,-29.78628,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-230,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.7,1.7,-37.3019,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-231,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.8,1.8,-38.59639,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-232,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-13T00:00:00,73.6471,-38.6772,,,,,1.9,1.9,-36.58114,,,VSMOW_SLAP scale,,,,,,,,,,15_2011,GrIT2010-233,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.1,0.1,-43.13901,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-235,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.2,0.2,-32.15359,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-236,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.3,0.3,-35.62404,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-237,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.4,0.4,-31.28745,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-238,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.5,0.5,-27.70583,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-239,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-18T00:00:00,76.7908639,-44.2359417,,,,,0.3,0.3,-35.54822,,,VSMOW_SLAP scale,,,,,,,,,,3_2010,GrIT2010-24,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.6,0.6,-25.43729,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-240,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.7,0.7,-26.87955,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-241,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.8,0.8,-38.01458,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-242,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,0.9,0.9,-38.09815,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-243,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1,1,-37.60034,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-244,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.1,1.1,-36.65661,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-245,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.2,1.2,-30.26599,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-246,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.3,1.3,-37.82101,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-247,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.4,1.4,-39.16919,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-248,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.5,1.5,-33.57931,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-249,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2010-05-18T00:00:00,76.7908639,-44.2359417,,,,,0.4,0.4,-28.30677,,,VSMOW_SLAP scale,,,,,,,,,,3_2010,GrIT2010-25,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.6,1.6,-29.07907,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-250,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.7,1.7,-31.9406,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-251,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.8,1.8,-38.89531,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-252,,,,,,False,True,Snowpit,True
Wateriso_Utah_Snowpit_data_N_of_60N,2011-05-23T00:00:00,74.50796667,-41.33903333,,,,,1.9,1.9,-38.96614,,,VSMOW_SLAP scale,,,,,,,,,,18_2011,GrIT2010-253,,,,,,False,True,Snowpit,True
